N,P,K,temperature,humidity,ph,rainfall,label
75,47,60,20.01,69.79,6.49,154.64,sapota
62,42,51,25.07,77.74,6.4,128.04,sapota
93,59,38,20.4,58.15,6.18,90.76,sapota
92,55,44,22.18,72.92,7.3,108.62,sapota
96,60,56,21.02,73.94,7.04,130.45,sapota
55,51,41,25.23,54.54,6.05,195.99,sapota
42,57,56,20.11,66.19,7.12,154.91,sapota
97,36,54,25.15,74.64,7.05,76.07,sapota
84,43,39,20.42,71.18,6.27,137.7,sapota
74,43,33,21.95,75.66,6.14,157.27,sapota
58,51,60,25.0,79.76,7.28,190.17,sapota
74,31,33,23.19,73.56,5.89,85.49,sapota
77,58,39,32.92,58.38,6.25,165.9,sapota
40,42,45,20.86,79.36,6.18,98.95,sapota
83,53,33,34.97,59.3,7.45,97.59,sapota
94,31,36,33.41,56.46,6.79,138.68,sapota
40,56,33,21.64,74.14,6.33,175.36,sapota
62,58,41,20.48,54.5,6.06,112.74,sapota
43,36,50,21.22,78.36,5.62,124.33,sapota
60,38,45,22.84,50.09,6.34,128.37,sapota
77,31,59,25.67,63.35,7.02,90.0,sapota
60,46,43,23.86,77.51,7.28,157.54,sapota
43,53,56,30.29,64.23,6.66,68.65,sapota
50,47,52,25.86,78.11,6.55,145.94,sapota
91,41,31,25.11,56.84,6.96,199.01,sapota
42,41,38,24.43,67.01,6.51,177.19,sapota
88,33,32,29.42,63.43,5.93,140.73,sapota
79,43,40,30.05,64.89,5.77,65.83,sapota
80,46,31,24.26,61.87,7.2,120.52,sapota
71,37,35,32.27,65.38,6.97,118.29,sapota
51,59,40,32.96,66.55,6.89,60.68,sapota
84,58,46,25.33,73.99,5.73,90.15,sapota
85,55,36,24.04,50.96,6.85,175.87,sapota
41,30,54,25.41,56.55,7.45,83.78,sapota
92,57,59,28.0,71.64,5.52,148.6,sapota
67,54,53,27.62,77.5,5.64,83.3,sapota
75,45,55,34.23,53.85,7.19,129.69,sapota
65,51,36,25.64,76.7,7.1,156.55,sapota
75,33,54,31.34,71.71,7.47,106.31,sapota
75,54,58,22.74,76.52,6.53,63.95,sapota
60,59,37,22.14,61.31,6.43,144.85,sapota
52,32,31,20.63,58.63,5.76,188.87,sapota
73,40,58,30.4,54.85,6.9,116.35,sapota
54,35,57,24.9,77.51,5.59,85.69,sapota
56,51,40,27.51,68.8,7.27,140.02,sapota
98,44,46,27.63,67.31,5.85,63.6,sapota
62,58,59,26.82,62.74,7.03,109.43,sapota
52,46,46,31.04,65.44,7.27,112.4,sapota
94,51,50,27.49,79.45,7.09,69.66,sapota
42,35,40,25.47,52.15,7.4,158.77,sapota
58,60,33,20.42,63.38,7.25,117.18,sapota
56,55,40,26.1,50.04,6.03,49.82,sesamum
78,40,43,24.72,66.48,6.49,64.6,sesamum
50,32,46,33.41,64.28,6.63,147.13,sesamum
60,60,45,31.53,68.68,7.15,55.57,sesamum
61,41,48,25.52,62.25,6.32,125.33,sesamum
65,34,52,27.53,61.74,6.32,118.59,sesamum
68,38,51,24.64,45.07,7.17,119.83,sesamum
66,55,45,30.39,68.48,6.42,87.26,sesamum
60,57,31,25.37,52.59,6.36,40.92,sesamum
45,31,43,22.2,49.98,6.53,65.61,sesamum
72,60,43,22.92,52.53,6.99,89.75,sesamum
53,40,48,33.76,52.02,6.44,93.7,sesamum
63,43,35,20.19,60.96,6.99,83.8,sesamum
71,40,50,20.92,51.53,6.22,97.85,sesamum
58,49,40,24.52,53.27,6.79,77.49,sesamum
57,30,31,28.95,45.7,7.45,124.5,sesamum
64,57,34,20.99,67.46,6.64,49.77,sesamum
49,30,58,27.15,43.88,7.34,71.52,sesamum
41,45,32,28.56,52.46,7.13,95.55,sesamum
72,53,41,31.77,54.33,7.43,73.83,sesamum
42,57,48,21.04,40.01,6.97,64.64,sesamum
69,58,59,23.65,64.87,6.73,77.68,sesamum
46,30,46,21.58,45.76,7.43,52.34,sesamum
55,42,32,20.68,62.73,6.12,59.11,sesamum
45,45,55,31.42,42.16,6.42,90.89,sesamum
66,41,50,22.65,54.72,6.29,46.42,sesamum
65,31,30,25.14,53.32,7.5,84.38,sesamum
56,46,53,24.99,40.88,7.23,94.89,sesamum
50,52,35,23.32,49.82,7.36,123.86,sesamum
63,57,30,33.05,69.82,6.83,124.78,sesamum
53,59,59,23.35,54.1,7.47,111.25,sesamum
43,33,30,30.1,52.6,6.41,103.43,sesamum
76,31,53,27.37,43.86,7.28,41.35,sesamum
57,37,42,23.39,66.02,6.83,70.95,sesamum
48,59,56,22.33,50.16,6.26,40.54,sesamum
64,48,48,34.81,64.6,7.01,95.66,sesamum
57,36,47,24.92,66.15,6.92,117.08,sesamum
53,40,58,26.3,48.74,6.12,97.02,sesamum
55,40,49,21.79,64.04,6.42,90.67,sesamum
68,50,60,21.09,49.38,6.61,85.39,sesamum
50,54,48,27.79,56.65,7.42,131.4,sesamum
50,45,54,21.53,63.73,7.5,42.8,sesamum
80,30,40,22.31,67.41,6.23,120.37,sesamum
40,37,49,32.71,42.08,6.63,91.13,sesamum
55,34,30,23.35,65.82,7.02,118.36,sesamum
45,44,31,29.5,50.45,7.28,78.05,sesamum
51,35,32,30.74,62.94,6.06,72.47,sesamum
61,34,58,30.4,61.49,7.48,102.07,sesamum
77,46,60,25.77,53.36,7.38,72.06,sesamum
58,53,52,28.12,65.89,7.05,102.44,sesamum
69,42,42,33.4,51.6,7.06,80.15,sesamum
73,33,50,28.02,44.93,6.6,148.81,sesamum
71,30,30,23.76,69.06,6.06,119.89,sesamum
54,49,35,20.1,66.8,6.56,105.15,sesamum
67,47,57,23.07,66.35,7.38,59.27,sesamum
45,52,37,28.17,61.87,6.78,124.99,sesamum
54,52,44,25.69,45.31,7.42,48.4,sesamum
68,45,44,22.91,52.34,7.35,61.37,sesamum
73,46,40,32.44,67.3,6.71,132.97,sesamum
64,36,31,32.42,40.15,6.22,78.7,sesamum
58,58,54,26.95,55.12,7.44,96.15,sesamum
53,34,53,22.97,46.79,7.41,97.47,sesamum
56,50,39,34.06,40.82,6.01,46.6,sesamum
47,30,54,28.69,55.95,7.36,118.25,sesamum
68,58,47,31.98,62.67,6.95,55.06,sesamum
52,38,35,29.69,40.8,7.15,61.31,sesamum
72,51,44,33.3,59.5,6.34,147.69,sesamum
69,37,44,32.81,56.11,6.94,98.58,sesamum
54,48,41,27.46,61.9,6.46,52.36,sesamum
74,44,36,23.56,68.98,7.26,146.02,sesamum
66,33,56,23.17,60.29,7.09,52.63,sesamum
52,31,58,20.71,44.64,6.14,50.74,sesamum
51,49,58,31.71,50.02,7.37,60.58,sesamum
45,58,34,28.94,50.37,7.41,149.03,sesamum
65,45,33,23.65,60.61,7.48,112.16,sesamum
47,59,56,31.56,56.43,7.33,48.12,sesamum
42,44,54,30.2,57.93,6.2,121.74,sesamum
67,38,58,33.56,56.58,6.26,117.78,sesamum
75,37,46,21.74,54.46,6.64,110.31,sesamum
70,55,52,25.05,42.25,6.9,111.44,sesamum
48,39,34,27.87,51.25,6.6,135.74,sesamum
57,33,30,34.9,52.77,7.06,104.6,sesamum
70,34,45,21.26,67.0,6.37,136.42,sesamum
59,39,36,26.15,47.29,7.25,107.39,sesamum
56,56,50,31.84,49.32,6.38,117.63,sesamum
50,34,55,21.0,55.52,7.48,55.26,sesamum
78,48,37,29.23,62.58,7.09,42.87,sesamum
49,48,52,33.58,54.77,6.83,122.36,sesamum
57,32,30,33.43,51.98,6.2,47.39,sesamum
63,58,57,21.74,51.14,7.14,114.05,sesamum
48,54,51,26.38,64.96,6.72,60.17,sesamum
73,56,39,33.87,41.48,6.25,50.12,sesamum
49,45,58,23.44,59.59,7.4,131.96,sesamum
56,39,42,26.52,49.62,6.32,96.18,sesamum
77,43,51,34.9,48.56,7.34,73.53,sesamum
44,51,55,34.06,56.97,6.65,137.3,sesamum
43,41,45,24.82,50.11,6.3,117.05,sesamum
51,49,53,21.38,61.97,7.39,46.98,sesamum
40,35,48,24.71,46.4,6.45,77.05,sesamum
52,40,36,20.23,40.73,6.45,89.69,sesamum
48,34,36,27.27,54.68,6.04,142.66,sesamum
65,52,42,26.19,55.74,6.41,94.3,sesamum
79,33,38,34.09,60.89,6.3,59.94,sesamum
62,48,32,21.39,40.69,6.96,78.98,sesamum
49,31,56,33.22,69.11,7.2,49.5,sesamum
65,44,58,28.81,69.72,7.36,48.32,sesamum
57,55,49,30.39,65.12,7.22,76.39,sesamum
43,60,52,23.7,65.27,7.41,131.33,sesamum
66,42,34,21.4,64.6,6.64,135.05,sesamum
56,57,41,21.14,64.55,6.04,41.88,sesamum
55,59,50,26.96,45.05,6.28,92.11,sesamum
79,57,50,20.14,60.88,6.38,105.02,sesamum
43,51,56,27.57,44.5,6.79,70.43,sesamum
58,44,46,23.25,59.37,6.45,75.04,sesamum
74,33,50,21.93,57.59,6.26,131.59,sesamum
47,58,39,34.33,42.58,6.15,115.6,sesamum
64,43,60,29.24,51.36,6.34,93.37,sesamum
64,58,39,28.25,68.24,6.2,134.4,sesamum
45,31,39,33.41,47.56,6.65,120.73,sesamum
75,52,45,28.13,56.44,7.37,76.02,sesamum
91,45,31,21.63,72.1,7.35,197.04,small millets
66,34,58,25.31,77.15,5.73,54.51,small millets
97,44,60,33.78,66.54,5.7,84.71,small millets
89,56,51,21.76,65.33,6.44,185.75,small millets
46,59,36,34.42,76.24,6.15,165.31,small millets
99,51,35,21.4,77.88,6.93,77.23,small millets
96,58,47,20.13,58.44,6.6,149.29,small millets
67,60,41,32.99,58.82,6.61,185.17,small millets
81,45,57,29.29,63.54,5.94,84.51,small millets
46,55,47,34.35,69.75,5.64,176.96,small millets
98,37,53,34.84,65.63,6.03,179.3,small millets
60,37,34,31.0,63.66,6.45,82.93,small millets
62,39,32,29.58,54.79,6.59,105.5,small millets
71,59,45,31.34,61.71,7.2,50.01,small millets
59,43,54,25.18,70.58,5.7,120.93,small millets
43,57,38,31.95,72.19,7.12,146.36,small millets
68,37,33,25.31,52.32,7.39,189.12,small millets
62,46,36,30.63,63.34,6.87,128.96,small millets
66,50,35,34.56,53.47,6.3,78.54,small millets
51,38,43,23.32,50.62,6.75,188.72,small millets
72,40,39,23.47,67.87,5.65,194.28,small millets
83,43,33,32.13,52.04,6.05,153.61,small millets
94,41,33,20.42,65.28,5.52,100.49,small millets
87,51,40,25.2,64.07,6.82,61.16,small millets
96,51,39,24.48,64.27,6.22,101.39,small millets
58,37,50,28.8,70.98,6.1,195.17,small millets
99,39,58,28.66,66.57,6.47,148.73,small millets
89,37,38,29.46,52.92,7.48,163.36,small millets
86,37,60,26.73,73.36,6.4,141.49,small millets
95,38,54,26.92,53.61,6.85,196.01,small millets
83,40,47,34.02,58.33,6.13,123.96,small millets
76,53,34,25.7,71.15,6.46,117.27,small millets
60,57,49,24.67,55.34,5.59,113.1,small millets
91,48,49,32.66,56.6,7.06,56.96,small millets
81,49,33,23.96,53.69,5.64,185.22,small millets
94,53,50,20.15,68.07,5.84,111.21,small millets
87,42,49,21.47,66.04,7.1,179.28,small millets
90,52,59,34.24,57.76,7.26,198.46,small millets
66,56,50,33.53,50.87,7.27,139.29,small millets
87,37,31,22.15,57.49,5.6,133.72,small millets
68,51,54,29.23,77.2,5.87,98.53,small millets
93,58,41,20.58,79.83,5.71,73.86,small millets
98,49,40,28.8,59.85,6.61,106.99,small millets
74,30,41,32.65,69.85,5.58,181.82,small millets
52,30,53,23.38,72.02,7.25,190.5,small millets
47,30,60,31.14,66.19,6.92,165.39,small millets
68,36,36,30.97,79.14,5.97,64.11,small millets
89,41,46,33.57,51.63,5.54,148.19,small millets
80,41,58,21.61,53.11,6.48,88.73,small millets
42,51,32,24.37,56.18,5.63,198.98,small millets
42,47,46,23.85,50.69,5.78,153.93,small millets
94,56,43,32.32,58.32,6.68,199.52,small millets
67,41,51,29.75,69.22,7.38,122.79,small millets
91,43,55,31.27,69.92,6.51,154.68,small millets
99,50,60,27.1,78.4,6.83,182.01,small millets
65,33,49,23.57,51.46,6.42,143.6,small millets
41,60,45,30.46,79.73,7.32,177.06,small millets
99,31,50,24.84,61.6,6.4,194.14,small millets
99,41,33,34.75,73.84,5.96,78.1,small millets
48,44,42,22.62,52.26,7.27,138.6,small millets
99,33,60,32.76,55.43,5.72,198.96,small millets
99,50,57,27.46,60.42,5.82,94.69,small millets
72,34,60,28.77,61.97,7.38,72.39,small millets
92,45,51,21.38,78.39,6.64,137.84,small millets
58,49,38,24.1,54.46,7.13,180.03,small millets
40,39,60,24.86,76.52,6.87,95.22,small millets
71,46,46,28.61,72.23,6.8,198.98,small millets
48,47,60,20.29,65.97,7.35,143.79,small millets
42,54,34,25.16,67.27,5.93,90.89,small millets
88,35,34,28.88,63.95,7.42,192.97,small millets
45,36,59,30.84,50.95,6.45,126.77,small millets
60,37,39,29.16,66.26,6.63,70.01,small millets
52,53,60,28.43,62.51,6.35,190.11,small millets
72,32,56,28.11,64.89,6.41,158.99,small millets
63,59,43,34.86,72.88,6.32,111.0,small millets
81,38,33,28.29,67.21,7.26,78.86,small millets
70,43,60,21.78,62.73,7.05,70.94,small millets
77,37,47,25.6,79.05,7.02,182.5,small millets
98,31,36,25.62,71.17,7.39,168.16,small millets
75,56,36,27.42,63.59,6.73,95.77,small millets
55,58,59,34.9,54.12,7.26,54.5,small millets
57,53,41,25.7,53.77,6.33,90.34,small millets
60,47,38,24.38,73.62,6.42,182.0,small millets
96,37,33,28.71,55.69,6.34,196.0,small millets
95,31,32,24.72,62.41,6.36,63.32,small millets
48,39,49,32.03,74.06,5.65,51.94,small millets
47,58,46,28.9,55.22,7.43,184.55,small millets
48,50,36,29.58,65.62,7.42,171.57,small millets
54,50,38,28.04,75.52,6.62,145.88,small millets
100,31,56,29.28,70.07,6.85,98.38,small millets
78,47,38,26.26,78.82,5.75,165.84,small millets
48,58,55,28.01,56.6,7.43,140.24,small millets
77,47,60,28.96,75.09,6.55,116.1,small millets
89,58,50,27.94,74.02,7.37,124.74,small millets
85,34,55,25.63,75.76,6.67,121.75,small millets
92,48,42,32.37,69.91,7.0,129.98,small millets
50,50,56,25.47,63.04,5.53,110.83,small millets
59,55,45,27.57,53.44,5.51,62.78,small millets
75,53,57,28.31,73.04,7.12,67.16,small millets
88,57,50,30.38,62.45,7.23,82.23,small millets
86,34,50,27.98,55.69,6.71,146.43,small millets
97,52,31,24.8,65.67,6.87,114.92,small millets
100,42,30,29.37,56.57,6.82,105.39,small millets
51,44,36,30.98,66.97,6.64,75.13,small millets
53,55,35,34.57,76.98,7.02,132.73,small millets
40,51,39,25.12,64.91,6.09,147.07,small millets
55,34,59,23.82,68.11,6.66,169.92,small millets
55,52,41,33.91,61.41,7.43,135.65,small millets
75,60,39,22.42,70.84,7.03,93.97,small millets
58,37,51,28.21,70.82,6.61,170.63,small millets
78,34,31,22.76,56.73,6.63,93.16,small millets
79,37,43,29.23,70.4,7.12,129.04,small millets
57,49,51,22.21,66.37,6.38,55.66,small millets
89,39,49,29.43,67.36,6.44,126.66,small millets
57,57,54,28.57,56.08,6.37,125.18,small millets
98,51,44,31.13,73.84,7.15,153.15,small millets
53,35,50,25.76,51.29,6.69,178.11,small millets
74,57,52,29.32,60.54,5.71,176.17,small millets
91,42,53,26.93,72.77,5.92,156.76,small millets
88,34,53,25.23,58.6,7.02,165.57,small millets
46,54,37,33.44,54.09,6.79,122.94,snake gourd
45,40,37,24.15,55.82,7.01,118.15,snake gourd
98,58,52,32.96,70.91,5.6,103.71,snake gourd
44,44,53,28.01,67.25,6.6,118.99,snake gourd
79,46,55,20.61,64.76,6.61,120.17,snake gourd
97,56,39,32.74,75.72,6.88,131.06,snake gourd
94,49,32,34.23,58.46,6.02,59.11,snake gourd
62,38,39,27.79,74.77,6.87,169.6,snake gourd
40,58,56,20.15,60.86,5.88,155.94,snake gourd
65,55,32,31.66,53.98,7.33,110.43,snake gourd
79,32,31,33.17,55.54,6.55,99.16,snake gourd
91,51,32,30.47,70.35,6.15,83.44,snake gourd
74,60,33,28.41,55.51,6.08,92.0,snake gourd
87,33,35,22.09,65.84,6.3,140.91,snake gourd
96,49,40,24.52,59.22,7.3,54.31,snake gourd
81,51,46,26.56,65.08,7.12,73.66,snake gourd
71,53,48,25.31,61.7,7.0,191.81,snake gourd
65,31,52,25.41,66.91,6.7,67.95,snake gourd
96,38,38,31.9,77.78,6.58,126.95,snake gourd
57,49,60,24.82,65.44,6.5,119.87,snake gourd
53,54,57,29.02,72.47,6.02,105.87,snake gourd
97,40,43,33.38,62.87,7.06,146.19,snake gourd
61,32,42,20.16,56.94,6.58,178.65,snake gourd
56,32,48,27.43,53.76,5.97,134.97,snake gourd
73,45,57,31.78,76.13,5.74,85.78,snake gourd
90,43,56,31.67,57.2,6.99,160.45,snake gourd
48,34,34,23.08,78.97,6.8,127.18,snake gourd
52,44,47,25.73,57.99,6.9,90.99,snake gourd
54,36,59,34.78,68.91,7.34,95.89,snake gourd
67,46,55,22.05,70.44,6.81,157.24,snake gourd
66,37,38,26.07,58.24,7.22,132.44,snake gourd
45,48,54,21.66,52.49,6.38,68.06,snake gourd
76,53,32,28.47,71.97,6.11,179.29,snake gourd
86,49,47,22.91,63.94,6.61,122.09,snake gourd
47,43,32,34.78,67.01,6.74,169.9,snake gourd
75,31,44,33.25,76.85,6.85,96.27,snake gourd
65,52,44,21.86,64.33,6.75,84.03,snake gourd
52,33,39,33.35,67.82,6.63,180.18,snake gourd
64,36,44,34.1,54.16,7.5,165.57,snake gourd
69,48,46,28.34,55.33,5.53,185.22,snake gourd
52,46,33,34.47,72.26,6.5,97.52,snake gourd
87,45,30,26.35,51.9,6.86,97.23,snake gourd
62,48,51,32.67,79.71,6.76,77.75,snake gourd
75,49,55,25.8,74.87,6.97,105.31,snake gourd
72,60,58,29.78,67.1,6.61,191.88,snake gourd
48,35,44,24.86,61.16,6.08,141.36,snake gourd
52,38,49,23.09,79.82,7.37,80.8,snake gourd
90,52,38,28.04,50.87,7.0,172.87,snake gourd
47,53,36,28.54,77.2,6.91,69.68,snake gourd
47,34,51,30.1,57.41,5.69,107.69,snake gourd
51,49,55,28.92,75.14,6.2,121.95,snake gourd
46,56,37,33.74,73.74,6.82,144.84,snake gourd
82,33,58,29.28,64.46,6.29,86.58,snake gourd
94,60,60,22.02,79.82,7.37,141.91,snake gourd
100,34,34,20.0,67.5,6.99,124.93,snake gourd
88,59,43,22.93,74.04,6.95,94.93,snake gourd
98,55,46,32.83,62.96,6.95,116.43,snake gourd
81,45,39,29.74,63.08,6.83,94.75,snake gourd
41,59,57,34.82,66.81,5.89,132.29,snake gourd
87,43,46,30.83,66.22,5.95,178.82,snake gourd
67,33,32,26.01,63.71,6.54,57.2,snake gourd
60,40,55,20.71,64.42,7.32,151.92,snake gourd
53,38,58,31.48,53.68,5.97,117.63,snake gourd
84,47,54,31.37,78.51,6.09,99.99,snake gourd
67,60,47,21.69,74.74,6.07,162.37,snake gourd
59,52,55,34.82,72.96,7.04,160.62,snake gourd
55,36,32,29.08,50.78,7.3,80.42,snake gourd
97,43,44,33.55,64.15,7.25,194.43,snake gourd
84,45,43,29.38,71.22,6.22,192.99,snake gourd
76,54,31,30.18,76.59,7.0,89.33,snake gourd
69,47,37,26.11,53.48,5.91,70.24,snake gourd
41,57,55,25.52,60.27,6.61,57.28,snake gourd
41,48,51,20.42,53.03,6.66,78.93,snake gourd
50,38,60,29.81,72.58,6.4,120.38,snake gourd
50,37,51,21.57,62.73,7.31,68.41,snake gourd
97,30,33,30.46,76.06,6.34,150.82,snake gourd
40,46,54,30.48,55.48,6.66,102.75,snake gourd
85,43,38,25.79,65.02,6.92,69.76,snake gourd
76,54,41,26.31,54.06,6.27,184.17,snake gourd
44,58,59,34.44,61.45,6.1,165.06,snake gourd
89,32,57,33.89,73.35,5.52,109.8,snake gourd
73,56,31,22.95,55.61,6.75,78.83,snake gourd
62,38,53,25.33,58.93,5.88,160.04,snake gourd
95,40,55,21.54,66.71,7.16,119.26,snake gourd
59,55,54,24.52,53.43,6.17,68.35,snake gourd
60,33,38,28.45,61.81,7.47,116.33,snake gourd
54,30,56,31.94,50.32,7.13,99.22,snake gourd
91,59,56,32.57,67.43,6.2,132.29,snake gourd
88,54,30,32.29,54.3,6.76,68.26,snake gourd
68,31,40,29.44,61.06,7.03,82.73,snake gourd
54,52,45,25.29,69.37,6.43,165.86,snake gourd
42,36,60,31.76,51.59,6.15,170.28,snake gourd
68,37,35,21.3,68.5,6.24,113.72,snake gourd
94,39,37,22.07,72.63,6.74,70.88,snake gourd
41,33,58,22.96,74.5,6.88,52.97,snake gourd
57,49,35,24.78,59.79,5.85,137.36,snake gourd
75,56,32,27.94,69.01,7.25,67.08,snake gourd
87,41,47,29.95,65.82,6.03,136.73,snake gourd
56,50,37,30.4,57.99,6.65,179.6,snake gourd
55,35,55,34.35,53.76,5.94,82.28,snake gourd
48,49,51,30.54,62.69,7.0,100.49,snake gourd
88,44,49,24.9,59.45,6.73,131.28,snake gourd
74,52,37,28.99,60.76,6.97,94.91,snake gourd
54,46,47,26.41,58.79,7.01,68.12,snake gourd
44,55,30,34.03,65.28,6.48,121.98,snake gourd
72,37,50,22.04,73.71,7.44,62.14,snake gourd
51,53,52,28.74,63.03,5.51,120.53,snake gourd
95,34,32,23.48,73.22,6.4,159.15,snake gourd
98,52,36,31.04,58.29,7.45,143.65,snake gourd
52,36,51,30.91,66.21,6.47,174.72,snake gourd
77,35,47,31.46,53.6,6.37,161.55,snake gourd
55,60,42,21.98,79.35,7.48,93.36,snake gourd
91,56,49,30.89,51.65,6.58,104.85,snake gourd
96,55,43,20.38,57.14,6.94,179.27,snake gourd
67,51,39,29.46,65.35,7.2,123.23,snake gourd
57,58,53,33.52,51.67,6.38,140.55,snake gourd
94,37,48,21.16,53.6,5.63,181.89,snake gourd
54,38,37,24.75,77.81,7.05,138.33,snake gourd
63,59,45,33.2,64.05,6.75,134.13,snake gourd
69,48,42,28.72,68.89,5.68,196.52,snake gourd
43,45,60,33.19,50.31,5.8,175.09,soyabean
49,50,56,33.48,58.89,6.05,65.22,soyabean
78,41,57,20.25,78.25,6.26,102.81,soyabean
51,48,56,23.89,70.15,7.15,81.86,soyabean
40,38,49,23.2,67.99,6.35,156.11,soyabean
59,46,55,24.15,72.39,6.98,182.54,soyabean
68,54,45,20.33,71.26,6.02,157.66,soyabean
58,44,58,30.74,66.47,5.96,195.85,soyabean
86,54,46,34.33,68.74,5.59,71.28,soyabean
50,43,56,25.21,71.59,5.71,155.32,soyabean
52,55,32,24.81,78.52,5.72,167.21,soyabean
49,45,47,29.24,62.03,6.08,80.71,soyabean
98,36,31,27.81,74.87,5.63,178.87,soyabean
60,49,49,22.94,66.87,7.29,110.69,soyabean
88,53,51,24.85,69.79,7.22,199.93,soyabean
46,46,51,34.5,62.77,7.04,62.33,soyabean
74,40,54,23.69,57.68,6.38,61.81,soyabean
68,33,43,24.16,59.31,5.94,149.71,soyabean
78,44,49,34.23,68.91,7.0,163.54,soyabean
72,48,34,29.71,77.02,5.9,120.74,soyabean
70,56,59,27.34,60.71,6.79,118.54,soyabean
43,30,44,33.82,73.85,6.29,125.15,soyabean
71,32,51,28.0,67.53,6.65,119.49,soyabean
97,33,52,22.41,79.98,6.29,103.61,soyabean
83,53,50,33.72,54.37,7.49,106.92,soyabean
86,56,31,32.41,78.41,5.52,179.92,soyabean
76,56,46,22.36,56.76,5.61,168.55,soyabean
82,50,51,32.7,74.22,5.66,65.79,soyabean
89,47,44,28.1,75.62,6.23,99.45,soyabean
55,33,40,31.4,64.09,6.01,179.24,soyabean
44,49,53,30.91,70.36,6.91,122.08,soyabean
66,36,57,25.33,54.6,6.67,78.7,soyabean
94,41,47,34.07,79.61,5.65,80.89,soyabean
70,30,53,25.85,62.61,7.01,119.91,soyabean
45,52,38,25.21,56.26,5.93,152.02,soyabean
61,58,40,20.4,53.69,7.35,52.51,soyabean
44,54,38,26.41,58.18,7.46,86.23,soyabean
95,43,30,23.6,52.73,6.29,142.77,soyabean
96,34,50,20.42,77.14,7.17,83.63,soyabean
77,46,36,23.09,53.95,5.88,84.1,soyabean
87,38,53,27.41,54.97,7.24,83.12,soyabean
64,49,57,25.18,65.23,7.2,123.42,soyabean
80,50,53,29.85,60.15,7.27,119.06,soyabean
50,43,54,30.08,61.31,7.26,138.8,soyabean
67,53,43,29.85,61.32,6.29,155.59,soyabean
66,30,33,23.27,76.84,6.33,121.16,soyabean
70,59,35,21.13,75.53,7.33,83.5,soyabean
80,54,51,23.59,57.65,6.41,187.39,soyabean
80,30,43,32.71,76.51,6.54,103.61,soyabean
94,44,35,21.12,68.44,6.54,184.58,soyabean
67,46,31,25.33,64.01,6.59,69.01,soyabean
53,36,52,30.81,66.2,6.23,126.02,soyabean
72,56,59,32.45,60.38,6.04,148.11,soyabean
64,60,51,21.96,74.35,7.5,93.77,soyabean
73,45,49,22.31,71.33,6.14,133.03,soyabean
42,46,34,34.21,76.59,7.03,73.59,soyabean
73,31,50,33.56,78.51,6.79,148.32,soyabean
75,43,44,22.32,62.77,6.69,157.24,soyabean
86,37,60,31.73,58.1,6.56,158.01,soyabean
77,37,60,29.59,50.11,7.26,100.1,soyabean
86,34,49,23.93,79.45,7.47,116.24,soyabean
48,55,46,27.03,62.21,6.07,56.43,soyabean
71,53,49,27.72,78.35,6.79,126.85,soyabean
71,42,54,34.93,73.01,5.5,157.07,soyabean
46,36,44,20.23,66.06,6.32,151.18,soyabean
99,57,47,33.29,74.28,6.59,150.67,soyabean
86,36,45,34.94,75.88,6.97,101.31,soyabean
82,47,31,34.45,71.04,5.94,112.05,soyabean
44,45,37,29.67,69.26,6.93,87.33,soyabean
56,31,59,32.76,62.21,6.51,138.72,soyabean
72,43,43,24.87,79.84,5.82,93.65,soyabean
51,57,53,28.35,50.36,5.83,98.04,soyabean
44,42,49,31.92,58.15,5.76,182.97,soyabean
57,46,34,26.84,64.31,6.84,95.81,soyabean
60,60,59,21.09,53.79,5.73,91.91,soyabean
100,47,57,32.49,58.75,6.18,91.34,soyabean
74,47,43,34.66,75.71,6.02,164.0,soyabean
42,33,52,23.4,61.95,6.89,82.53,soyabean
99,31,41,31.76,57.16,6.33,59.01,soyabean
46,39,56,27.89,58.96,6.37,142.4,soyabean
85,43,51,32.36,72.52,5.97,90.55,soyabean
83,36,46,20.53,50.84,5.8,134.27,soyabean
86,31,47,24.78,55.09,6.59,195.5,soyabean
66,53,55,30.01,67.84,6.27,72.75,soyabean
46,54,33,28.03,61.96,7.5,157.45,soyabean
72,44,38,26.51,74.21,6.69,88.59,soyabean
83,30,56,24.02,68.65,5.99,155.37,soyabean
83,45,38,31.01,64.84,6.92,183.48,soyabean
48,32,39,29.73,55.89,6.92,178.77,soyabean
50,34,45,22.66,60.9,6.29,74.31,soyabean
62,42,46,33.14,55.68,5.52,109.83,soyabean
74,30,33,29.83,66.63,6.76,80.79,soyabean
93,48,35,25.17,68.35,5.5,180.18,soyabean
63,49,43,24.74,58.64,7.3,133.26,soyabean
41,51,45,24.98,60.16,6.94,173.75,soyabean
42,36,33,30.6,67.06,6.26,79.55,soyabean
86,56,34,26.95,59.25,5.92,108.85,soyabean
92,54,49,26.74,68.76,7.47,52.56,soyabean
92,41,31,20.68,50.19,7.09,132.48,soyabean
93,60,39,28.47,58.1,6.11,167.07,soyabean
70,41,55,33.93,56.48,6.88,187.67,soyabean
85,49,49,31.8,56.22,7.26,163.54,soyabean
81,35,34,24.74,74.87,6.84,50.68,soyabean
65,48,42,27.08,71.16,5.98,113.16,soyabean
69,60,30,32.98,62.41,6.77,162.37,soyabean
79,33,30,28.83,62.55,6.39,70.37,soyabean
87,49,51,24.15,71.75,6.47,147.36,soyabean
71,32,46,30.86,79.32,7.21,168.32,soyabean
